question_id,source_exam,source_file,source_category,source_question_number,category,question_type,prompt,stimulus,stimulus_type,image_filename,choice_a,choice_b,choice_c,choice_d,choice_e,correct_choice_label,correct_choice_text,explanation
E08_V_Q13,8,Course Statistics - BoostPrep - 8.html,CCAT Verbal,13,Verbal,Analogies,,HARMONIOUS is to DISCORDANT as ...,text,,HOT is to WARM,SMOOTH is to FLAT,PEACEFUL is to CHAOTIC,CLEAR is to TRANSPARENT,COLORFUL is to VIVID,C,PEACEFUL is to CHAOTIC,"C : ""Harmonious"" and ""discordant"" are opposites, just as ""peaceful"" and ""chaotic"" are opposites."
E08_V_Q14,8,Course Statistics - BoostPrep - 8.html,CCAT Verbal,14,Verbal,Attention to Detail,How many of the five items in the left-hand column are exactly the same as the corresponding entry in the right-hand column?,Ridgeway Tech Corp. | Ridgeway Tech Corp.; Heritage Solutions LLC | Heritage Solutions LLC; Bluewater Advisors | Bluewater Advisor; Crestview Consulting | Crestview Consulting; Oakmont Interiors | Oakmont Interior,text_table,,1,2,3,4,5,C,3,"C: ""Bluewater Advisors"" and ""Bluewater Advisor"" are different. ""Oakmont Interiors"" and ""Oakmont Interior"" are also different. Therefore, 3 items are exactly the same."
E08_V_Q15,8,Course Statistics - BoostPrep - 8.html,CCAT Verbal,15,Verbal,Attention to Detail,How many of the five items in the left-hand column are exactly the same as the corresponding entry in the right-hand column?,Oakridge Development Group | Oakridge Development Groups; Lakeshore Investments | Lakeshore Investments; Greenwood Manufacturing | Greenwoods Manufacturing; Ridgeview Construction | Ridgeview Construction; Timberland Realty | Timberland Realities,text_table,,1,2,3,4,5,B,2,"B: ""Oakridge Development Group"" and ""Oakridge Development Groups"" are different. ""Greenwood Manufacturing"" and ""Greenwoods Manufacturing"" are different. ""Timberland Realty"" and ""Timberland Realities"" are also different."
E08_V_Q16,8,Course Statistics - BoostPrep - 8.html,CCAT Verbal,16,Verbal,Attention to Detail,How many of the five items in the left-hand column are exactly the same as the corresponding entry in the right-hand column?,Golden Gate Real Estate | Golden Gate Real Estate; Bradley Insurance Brokers | Bradley Insurance Broker; Northpoint Financial Advisors | Northpointe Financial Advisors; Summit Marketing Agency | Summit Marketing Agency; Cameron Engineering Firm | Cameron Engineering Firm,text_table,,1,2,3,4,5,C,3,"C: ""Bradley Insurance Brokers"" and ""Bradley Insurance Broker"" are different. ""Northpoint Financial Advisors"" and ""Northpointe Financial Advisors"" are different. Therefore, 3 items are exactly the same."
E08_V_Q17,8,Course Statistics - BoostPrep - 8.html,CCAT Verbal,17,Verbal,Antonyms,One word below is underlined. What is the OPPOSITE of that word?,John was [[cognizant]] of the problem and took care of it right away.,text,,conscious,abreast,wise to,well up on,unaware,E,unaware,"E: Option (E) is the best choice. Cognizant means ""having knowledge or being aware of."" Unaware is the best choice for an opposite word."
E08_V_Q18,8,Course Statistics - BoostPrep - 8.html,CCAT Verbal,18,Verbal,Antonyms,One word below is underlined. What is the OPPOSITE of that word?,The crowd during the playoff game was [[deafening]] .,text,,resonant,roaring,carrying,mighty,quiet,E,quiet,"E: Option (E) is the best choice here. Deafening means ""so loud as to make it impossible to hear anything else."" Quiet is the best choice as an opposite for this question."
E08_ML_Q01,8,Course Statistics - BoostPrep - 8.html,CCAT Math & Logic,1,Math & Logic,Basic Numeric Calculation & Comparison,,Which of the following numbers is the smallest?,text,,.8,.58,1.3,.058,.158,D,.058,"D: .058 is the smallest option offered. We can immediately rule out option (C). Next, we will look at the hundredths place. From this, option (D) is the only one that starts with a 0, so we know that it is the smallest."
E08_ML_Q02,8,Course Statistics - BoostPrep - 8.html,CCAT Math & Logic,2,Math & Logic,Basic Numeric Calculation & Comparison,,Which of the following numbers is the largest?,text,,998.98,999.98,998.99,999.93,998.991,B,999.98,"B: Option (B) is correct. First, compare the numbers before the decimal. This narrows it down to options (B) and (D) as they begin with 999. Next, compare the tenths place - both remaining options have a 9 in the tenths place, so this does not help. Compare the hundredths place and see that option (B) is our answer."
E08_ML_Q03,8,Course Statistics - BoostPrep - 8.html,CCAT Math & Logic,3,Math & Logic,Applied Quantitative Word Problems,,"A small town has 355 registered voters. In the past elections, only 71 voters participated. This means that",text,,50% voted,50% did not vote,80% voted,80% did not vote,None of the above,D,80% did not vote,D: The ratio of those who voted = 71 / 355 = 0.2 = 20%. The answer is (D).
E08_ML_Q04,8,Course Statistics - BoostPrep - 8.html,CCAT Math & Logic,4,Math & Logic,Applied Quantitative Word Problems,,"Adam bought $780 worth of T-shirts. He sold them for $980, making a profit of $8 on each T-shirt. Adam sold ____ T-shirts.",text,,25,28,30,32,34,A,25,A: Total profit = 980 - 780 = 200. 200 / 8 = 25 T-shirts sold.
E08_ML_Q05,8,Course Statistics - BoostPrep - 8.html,CCAT Math & Logic,5,Math & Logic,"Percent, Ratio & Proportion",,"A city of 80,000 people is having a parade. 70.8% of the city will not be attending. How many people will be attending?",text,,"56,640","21,145","23,333","23,360","23,446",D,"23,360","D: People attending = 100% - 70.8% = 29.2%. 29.2% * 80,000 = 23,360 people."
E08_ML_Q06,8,Course Statistics - BoostPrep - 8.html,CCAT Math & Logic,6,Math & Logic,Applied Quantitative Word Problems,,"Susan can type 64 words in 1 minute. At this rate, it would take _____ minutes to type 246 words.",text,,3.62,3.72,3.84,3.94,4.84,C,3.84,C: We can set up a proportion to solve this. 64/1 = 246/x. We can cross multiply to get 64x = 246. We then can divide both sides by 64 to get 3.84 minutes.
E08_ML_Q07,8,Course Statistics - BoostPrep - 8.html,CCAT Math & Logic,7,Math & Logic,"Percent, Ratio & Proportion",,"Two partners share the ownership of a farm, with the share of partner A to that of partner B being in the ratio of 17:8. If the annual net revenues of the farm amount to 100 thousand dollars, then how much is partner A entitled to?",text,,$65.0,$32 thousand,$50 thousand,$68 thousand,$400 thousand,D,$68 thousand,"D: Share of partner A in the net revenues = (17/ (17+8)) * $ 100,000.0 = 0.68 $ 100,000.0 =$ 68,000.0. The correct answer is option (D). Note that option (A) is ridiculously small, option (E) is impossible as it exceeds the total net revenues, while option (B) expresses what partner B gets, and option (C) corresponds to 50: 50 sharing."
E08_ML_Q08,8,Course Statistics - BoostPrep - 8.html,CCAT Math & Logic,8,Math & Logic,Applied Quantitative Word Problems,,"A US-based airways company offers 8 flights per day to Europe, for 25 days per month. It also offers 5 flights per day to the Middle East for 20 days per month. What is the total number of flights offered by the company in a month?",text,,13 flight/month,100 flight/month,200 flight/month,300 flight/month,"13,600 flight/month",D,300 flight/month,D: The number of flights to Europe per month = 8 (flight/day) * (25 day/month) = 200 flight/month. The number of flights to the Middle East per month = 5 (flight/day) * (20 day/month) = 100 flight/month. The total number of flights per month = 200 flight/month + 100 flight/month = 300 flight/month. Option (D) is the correct answer.
E08_ML_Q09,8,Course Statistics - BoostPrep - 8.html,CCAT Math & Logic,9,Math & Logic,Basic Numeric Calculation & Comparison,,"Sarah was cooking chicken in the oven. For the first 20 minutes, the temperature was 295. For the second 20 minutes, the temperature was 315. For the last 20 minutes, the temperature was 375. What was the average temperature during the hour the chicken was cooking?",text,,298,305,318,326,328,E,328,E: We need to add up the temperatures from all 3 time slots then divide by 3. (295+315+375)/3 = 328 degrees.
E08_ML_Q10,8,Course Statistics - BoostPrep - 8.html,CCAT Math & Logic,10,Math & Logic,Applied Quantitative Word Problems,,"The cost of buying 5 pens is $ 45. At this rate, it would cost ? dollars to buy 12 pens.",text,,9,12,36,64,108,E,108,E: Cost rate = 45 dollar / 5 pen = 9 dollar/ pen. Total cost = (9 dollar/ pen )* (12 pen) = 108 dollars = $ 108. Option (E) is the correct answer.
E08_ML_Q11,8,Course Statistics - BoostPrep - 8.html,CCAT Math & Logic,11,Math & Logic,"Percent, Ratio & Proportion",,"The number of graduate students applying for a tuition-and-fees waiver in a prestigious university in 2022 is 910. If the acceptance rate is 1 in 7, how many graduate students were ultimately granted the required waiver?",text,,13 students,130 students,780 students,2022 students,None of the above,B,130 students,B: The number of students granted the waiver = (1/7) * 910 student = 130 students. The correct answer is option (B).
E08_ML_Q12,8,Course Statistics - BoostPrep - 8.html,CCAT Math & Logic,12,Math & Logic,Applied Quantitative Word Problems,,"A car dealership sells 20 cars a day, for 6 days per week. It also sells 50 motorcycles a day for 4 days per week. What is the total number of cars they sell in a week?",text,,100,200,120,320,660,C,120,C: The correct answer is option (C). We are asked to find the total number of CARS sold in a week. We can multiply 20 * 6 to get 120. Many people may combine the total number of cars and motorcycles sold and select option (D).
E08_ML_Q13,8,Course Statistics - BoostPrep - 8.html,CCAT Math & Logic,13,Math & Logic,Applied Quantitative Word Problems,,"Emma bought 3 bags of apples, each containing 12 apples. She gave 10 apples to her neighbor and ate 2 apples herself. How many apples does Emma have left?",text,,24,26,30,34,36,A,24,"A: First, calculate the total number of apples Emma bought: 3 bags * 12 apples = 36 apples She gave away 10 apples and ate 2, so she lost 12 apples in total. Subtract that from the original amount: 36 - 12 = 24 apples"
E08_ML_Q14,8,Course Statistics - BoostPrep - 8.html,CCAT Math & Logic,14,Math & Logic,Number Series,,"What is the next number in the following series? 1, 3, 9, 27, .....",text,,243,81,49,56,72,B,81,B: Option (B) is correct. Each number is multiplied by 3 in this series. We can confirm that for the first 4 numbers.
E08_ML_Q15,8,Course Statistics - BoostPrep - 8.html,CCAT Math & Logic,15,Math & Logic,Letter-Group Series,What would be the next group of letters in the following series?,rnl ... qkm ... phn ... oeo ... ?,text,,nkp,nnr,nbp,mnp,mlp,C,nbp,"C: The first letters (r, q, p, o) follow a pattern of -1. The second letters (n, k, h, e) follow a pattern of -3. The third letters (l, m, n, o) follow a pattern of +1. Following this pattern gives us n, b, p"
E08_ML_Q16,8,Course Statistics - BoostPrep - 8.html,CCAT Math & Logic,16,Math & Logic,Tables & Graphs,"Based on the pie chart showing market share by company, if the total market size is $20 billion, what is the difference in market value between Company A and Company C?",ccat_mathlogic1_143.png,image,ccat_mathlogic1_143.png,$2 billion,$3 billion,$4 billion,$5 billion,$6 billion,B,$3 billion,"B: To solve this problem, we first need to calculate the market value for Company A: 40% of $20 billion = 0.40 * $20 billion = $8 billion Next, we need to calculate the market value for Company C: 25% of $20 billion = 0.25 * $20 billion = $5 billion Finally, find the difference: $8 billion - $5 billion = $3 billion Therefore, the correct answer is $3 billion."
E08_ML_Q17,8,Course Statistics - BoostPrep - 8.html,CCAT Math & Logic,17,Math & Logic,Tables & Graphs,The clustered column chart shows energy consumption by sector for two years. What is the total increase in energy consumption across all sectors from 2021 to 2022?,ccat_mathlogic1_151.png,image,ccat_mathlogic1_151.png,40 TWh,60 TWh,80 TWh,100 TWh,150 TWh,E,150 TWh,"E: To calculate the total increase, we need to sum the differences for each sector: Residential: 450 TWh (2022) - 400 TWh (2021) = 50 TWh increase Commercial: 350 TWh (2022) - 300 TWh (2021) = 50 TWh increase Industrial: 550 TWh (2022) - 500 TWh (2021) = 50 TWh increase Total increase: 50 TWh + 50 TWh + 50 TWh = 150 TWh The correct choice is 150 TWh."
